client,flv_ok,bytes,duration_seconds,err
445,true,3292228,10.065,""
446,true,3087748,10.360,""
447,true,3292228,10.118,""
448,true,3292228,10.043,""
449,true,882558,10.016,""
450,true,3292228,10.071,""
451,true,3292228,10.036,""
452,true,1236135,10.005,""
453,true,3292228,10.051,""
454,true,3292228,10.071,""
455,true,3266113,10.006,""
456,true,3292228,10.034,""
457,true,3292228,10.106,""
458,true,3292228,10.117,""
459,true,3246718,10.002,""
460,true,3292228,10.067,""
461,true,3292228,10.070,""
462,true,1710108,10.108,""
463,true,3292228,10.049,""
464,true,1057288,10.139,""
465,true,3292228,10.086,""
466,true,3292228,10.117,""
467,true,3292228,10.035,""
468,true,3292228,10.049,""
469,true,3292228,10.065,""
470,true,2735020,10.742,""
471,true,1892784,10.170,""
472,true,3292228,10.085,""
473,true,3292228,10.042,""
474,true,3292228,10.023,""
475,true,3087748,10.084,""
476,true,3292228,10.073,""
477,true,2722763,10.016,""
478,true,3292228,10.073,""
479,true,3170188,9.999,""
480,true,2005794,10.142,""
481,true,3292228,10.030,""
482,true,3292228,10.031,""
483,true,1860240,10.025,""
484,true,3114319,10.350,""
485,true,3193289,10.109,""
